game_id,season,week,gameday,weekday,home_team,away_team,home_score,away_score,home_win,spread_line,total_line,div_game,roof,surface,home_roll_margin_mean_3,home_roll_margin_mean_5,home_roll_win_rate_3,home_roll_win_rate_5,home_roll_pts_for_mean_3,home_roll_pts_for_mean_5,home_roll_pts_against_mean_3,home_roll_pts_against_mean_5,home_st_d_win_rate,home_st_d_margin_mean,home_temp,home_wind,away_roll_margin_mean_3,away_roll_margin_mean_5,away_roll_win_rate_3,away_roll_win_rate_5,away_roll_pts_for_mean_3,away_roll_pts_for_mean_5,away_roll_pts_against_mean_3,away_roll_pts_against_mean_5,away_st_d_win_rate,away_st_d_margin_mean,away_temp,away_wind,league_pass_rate,league_epa_mean
2019_01_GB_CHI,2019,1,2019-09-05,Thursday,CHI,GB,3.0,10.0,0,3.5,47.0,1,outdoors,grass,,,,,,,,,,,65.0,10.0,,,,,,,,,,,65.0,10.0,0.4736657303370786,0.0276517991321551
2019_01_LA_CAR,2019,1,2019-09-08,Sunday,CAR,LA,27.0,30.0,0,-1.5,49.5,0,outdoors,grass,,,,,,,,,,,87.0,3.0,,,,,,,,,,,87.0,3.0,0.4736657303370786,0.0276517991321551
2019_01_TEN_CLE,2019,1,2019-09-08,Sunday,CLE,TEN,13.0,43.0,0,5.5,44.0,0,outdoors,grass,,,,,,,,,,,71.0,10.0,,,,,,,,,,,71.0,10.0,0.4736657303370786,0.0276517991321551
2019_01_KC_JAX,2019,1,2019-09-08,Sunday,JAX,KC,26.0,40.0,0,-3.5,49.0,0,outdoors,grass,,,,,,,,,,,91.0,6.0,,,,,,,,,,,91.0,6.0,0.4736657303370786,0.0276517991321551
2019_01_BAL_MIA,2019,1,2019-09-08,Sunday,MIA,BAL,10.0,59.0,0,-7.0,41.0,0,outdoors,grass,,,,,,,,,,,91.0,8.0,,,,,,,,,,,91.0,8.0,0.4736657303370786,0.0276517991321551
2019_01_ATL_MIN,2019,1,2019-09-08,Sunday,MIN,ATL,28.0,12.0,1,3.5,47.0,0,dome,sportturf,,,,,,,,,,,,,,,,,,,,,,,,,0.4736657303370786,0.0276517991321551
2019_01_BUF_NYJ,2019,1,2019-09-08,Sunday,NYJ,BUF,16.0,17.0,0,2.5,41.0,1,outdoors,fieldturf,,,,,,,,,,,77.0,6.0,,,,,,,,,,,77.0,6.0,0.4736657303370786,0.0276517991321551
2019_01_WAS_PHI,2019,1,2019-09-08,Sunday,PHI,WAS,32.0,27.0,1,10.5,44.0,1,outdoors,grass,,,,,,,,,,,79.0,4.0,,,,,,,,,,,79.0,4.0,0.4736657303370786,0.0276517991321551
2019_01_IND_LAC,2019,1,2019-09-08,Sunday,LAC,IND,30.0,24.0,1,6.0,44.5,0,outdoors,grass,,,,,,,,,,,77.0,10.0,,,,,,,,,,,77.0,10.0,0.4736657303370786,0.0276517991321551
2019_01_CIN_SEA,2019,1,2019-09-08,Sunday,SEA,CIN,21.0,20.0,1,9.5,44.0,0,outdoors,fieldturf,,,,,,,,,,,64.0,7.0,,,,,,,,,,,64.0,7.0,0.4736657303370786,0.0276517991321551
2019_01_DET_ARI,2019,1,2019-09-08,Sunday,ARI,DET,27.0,27.0,0,-2.5,45.5,0,closed,grass,,,,,,,,,,,,,,,,,,,,,,,,,0.4736657303370786,0.0276517991321551
2019_01_NYG_DAL,2019,1,2019-09-08,Sunday,DAL,NYG,35.0,17.0,1,7.0,44.0,1,closed,fieldturf,,,,,,,,,,,,,,,,,,,,,,,,,0.4736657303370786,0.0276517991321551
2019_01_SF_TB,2019,1,2019-09-08,Sunday,TB,SF,17.0,31.0,0,1.0,51.0,0,outdoors,grass,,,,,,,,,,,93.0,9.0,,,,,,,,,,,93.0,9.0,0.4736657303370786,0.0276517991321551
2019_01_PIT_NE,2019,1,2019-09-08,Sunday,NE,PIT,33.0,3.0,1,5.5,49.0,0,outdoors,grass,,,,,,,,,,,66.0,2.0,,,,,,,,,,,66.0,2.0,0.4736657303370786,0.0276517991321551
2019_01_HOU_NO,2019,1,2019-09-09,Monday,NO,HOU,30.0,28.0,1,6.5,52.0,0,dome,astroturf,,,,,,,,,,,,,,,,,,,,,,,,,0.4736657303370786,0.0276517991321551
2019_01_DEN_OAK,2019,1,2019-09-09,Monday,OAK,DEN,24.0,16.0,1,-3.0,42.5,1,outdoors,grass,,,,,,,,,,,68.0,15.0,,,,,,,,,,,68.0,15.0,0.4736657303370786,0.0276517991321551
2019_02_TB_CAR,2019,2,2019-09-12,Thursday,CAR,TB,14.0,20.0,0,6.5,48.0,1,outdoors,grass,-3.0,-3.0,0.0,0.0,27.0,27.0,30.0,30.0,0.0,-3.0,85.0,3.0,-14.0,-14.0,0.0,0.0,17.0,17.0,31.0,31.0,0.0,-14.0,85.0,3.0,0.4732554020545519,-0.0421018364400052
2019_02_ARI_BAL,2019,2,2019-09-15,Sunday,BAL,ARI,23.0,17.0,1,13.0,46.0,0,outdoors,grass,49.0,49.0,1.0,1.0,59.0,59.0,10.0,10.0,1.0,49.0,82.0,8.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,0.0,0.0,82.0,8.0,0.4732554020545519,-0.0421018364400052
2019_02_SF_CIN,2019,2,2019-09-15,Sunday,CIN,SF,17.0,41.0,0,1.0,46.0,0,outdoors,grass,-1.0,-1.0,0.0,0.0,20.0,20.0,21.0,21.0,0.0,-1.0,81.0,5.0,14.0,14.0,1.0,1.0,31.0,31.0,17.0,17.0,1.0,14.0,81.0,5.0,0.4732554020545519,-0.0421018364400052
2019_02_LAC_DET,2019,2,2019-09-15,Sunday,DET,LAC,13.0,10.0,1,-1.0,47.0,0,dome,fieldturf,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,0.0,0.0,,,6.0,6.0,1.0,1.0,30.0,30.0,24.0,24.0,1.0,6.0,,,0.4732554020545519,-0.0421018364400052
2019_02_MIN_GB,2019,2,2019-09-15,Sunday,GB,MIN,21.0,16.0,1,3.0,43.0,1,outdoors,grass,7.0,7.0,1.0,1.0,10.0,10.0,3.0,3.0,1.0,7.0,72.0,5.0,16.0,16.0,1.0,1.0,28.0,28.0,12.0,12.0,1.0,16.0,72.0,5.0,0.4732554020545519,-0.0421018364400052
2019_02_JAX_HOU,2019,2,2019-09-15,Sunday,HOU,JAX,13.0,12.0,1,7.5,43.0,1,closed,grass,-2.0,-2.0,0.0,0.0,28.0,28.0,30.0,30.0,0.0,-2.0,,,-14.0,-14.0,0.0,0.0,26.0,26.0,40.0,40.0,0.0,-14.0,,,0.4732554020545519,-0.0421018364400052
2019_02_NE_MIA,2019,2,2019-09-15,Sunday,MIA,NE,0.0,43.0,0,-18.0,48.5,1,outdoors,grass,-49.0,-49.0,0.0,0.0,10.0,10.0,59.0,59.0,0.0,-49.0,87.0,4.0,30.0,30.0,1.0,1.0,33.0,33.0,3.0,3.0,1.0,30.0,87.0,4.0,0.4732554020545519,-0.0421018364400052
2019_02_BUF_NYG,2019,2,2019-09-15,Sunday,NYG,BUF,14.0,28.0,0,-1.0,44.5,0,outdoors,fieldturf,-18.0,-18.0,0.0,0.0,17.0,17.0,35.0,35.0,0.0,-18.0,79.0,5.0,1.0,1.0,1.0,1.0,17.0,17.0,16.0,16.0,1.0,1.0,79.0,5.0,0.4732554020545519,-0.0421018364400052
2019_02_SEA_PIT,2019,2,2019-09-15,Sunday,PIT,SEA,26.0,28.0,0,4.0,47.0,0,outdoors,grass,-30.0,-30.0,0.0,0.0,3.0,3.0,33.0,33.0,0.0,-30.0,81.0,3.0,1.0,1.0,1.0,1.0,21.0,21.0,20.0,20.0,1.0,1.0,81.0,3.0,0.4732554020545519,-0.0421018364400052
2019_02_IND_TEN,2019,2,2019-09-15,Sunday,TEN,IND,17.0,19.0,0,3.0,43.5,1,outdoors,grass,30.0,30.0,1.0,1.0,43.0,43.0,13.0,13.0,1.0,30.0,93.0,1.0,-6.0,-6.0,0.0,0.0,24.0,24.0,30.0,30.0,0.0,-6.0,93.0,1.0,0.4732554020545519,-0.0421018364400052
2019_02_DAL_WAS,2019,2,2019-09-15,Sunday,WAS,DAL,21.0,31.0,0,-6.0,46.5,1,outdoors,grass,-5.0,-5.0,0.0,0.0,27.0,27.0,32.0,32.0,0.0,-5.0,80.0,7.0,18.0,18.0,1.0,1.0,35.0,35.0,17.0,17.0,1.0,18.0,80.0,7.0,0.4732554020545519,-0.0421018364400052
2019_02_KC_OAK,2019,2,2019-09-15,Sunday,OAK,KC,10.0,28.0,0,-7.0,53.5,1,outdoors,grass,8.0,8.0,1.0,1.0,24.0,24.0,16.0,16.0,1.0,8.0,70.0,13.0,14.0,14.0,1.0,1.0,40.0,40.0,26.0,26.0,1.0,14.0,70.0,13.0,0.4732554020545519,-0.0421018364400052
2019_02_CHI_DEN,2019,2,2019-09-15,Sunday,DEN,CHI,14.0,16.0,0,-3.0,41.0,0,outdoors,grass,-8.0,-8.0,0.0,0.0,16.0,16.0,24.0,24.0,0.0,-8.0,87.0,3.0,-7.0,-7.0,0.0,0.0,3.0,3.0,10.0,10.0,0.0,-7.0,87.0,3.0,0.4732554020545519,-0.0421018364400052
2019_02_NO_LA,2019,2,2019-09-15,Sunday,LA,NO,27.0,9.0,1,2.0,52.5,0,outdoors,grass,3.0,3.0,1.0,1.0,30.0,30.0,27.0,27.0,1.0,3.0,85.0,4.0,2.0,2.0,1.0,1.0,30.0,30.0,28.0,28.0,1.0,2.0,85.0,4.0,0.4732554020545519,-0.0421018364400052
2019_02_PHI_ATL,2019,2,2019-09-15,Sunday,ATL,PHI,24.0,20.0,1,-1.0,53.0,0,open,fieldturf,-16.0,-16.0,0.0,0.0,12.0,12.0,28.0,28.0,0.0,-16.0,,,5.0,5.0,1.0,1.0,32.0,32.0,27.0,27.0,1.0,5.0,,,0.4732554020545519,-0.0421018364400052
2019_02_CLE_NYJ,2019,2,2019-09-16,Monday,NYJ,CLE,3.0,23.0,0,-6.5,45.5,0,outdoors,fieldturf,-1.0,-1.0,0.0,0.0,16.0,16.0,17.0,17.0,0.0,-1.0,72.0,3.0,-30.0,-30.0,0.0,0.0,13.0,13.0,43.0,43.0,0.0,-30.0,72.0,3.0,0.4732554020545519,-0.0421018364400052
2019_03_TEN_JAX,2019,3,2019-09-19,Thursday,JAX,TEN,20.0,7.0,1,-1.5,38.0,1,outdoors,grass,-7.5,-7.5,0.0,0.0,19.0,19.0,26.5,26.5,0.0,-7.5,73.0,9.0,14.0,14.0,0.5,0.5,30.0,30.0,16.0,16.0,0.5,14.0,73.0,9.0,0.4731068648266101,-0.0047045384744747
2019_03_CIN_BUF,2019,3,2019-09-22,Sunday,BUF,CIN,21.0,17.0,1,5.5,43.5,0,outdoors,astroturf,7.5,7.5,1.0,1.0,22.5,22.5,15.0,15.0,1.0,7.5,83.0,13.0,-12.5,-12.5,0.0,0.0,18.5,18.5,31.0,31.0,0.0,-12.5,83.0,13.0,0.4731068648266101,-0.0047045384744747
2019_03_MIA_DAL,2019,3,2019-09-22,Sunday,DAL,MIA,31.0,6.0,1,22.0,46.5,0,closed,fieldturf,14.0,14.0,1.0,1.0,33.0,33.0,19.0,19.0,1.0,14.0,,,-46.0,-46.0,0.0,0.0,5.0,5.0,51.0,51.0,0.0,-46.0,,,0.4731068648266101,-0.0047045384744747
2019_03_DEN_GB,2019,3,2019-09-22,Sunday,GB,DEN,27.0,16.0,1,7.0,42.0,0,outdoors,grass,6.0,6.0,1.0,1.0,15.5,15.5,9.5,9.5,1.0,6.0,69.0,7.0,-5.0,-5.0,0.0,0.0,15.0,15.0,20.0,20.0,0.0,-5.0,69.0,7.0,0.4731068648266101,-0.0047045384744747
2019_03_ATL_IND,2019,3,2019-09-22,Sunday,IND,ATL,27.0,24.0,1,1.0,48.0,0,closed,fieldturf,-2.0,-2.0,0.5,0.5,21.5,21.5,23.5,23.5,0.5,-2.0,,,-6.0,-6.0,0.5,0.5,18.0,18.0,24.0,24.0,0.5,-6.0,,,0.4731068648266101,-0.0047045384744747
2019_03_BAL_KC,2019,3,2019-09-22,Sunday,KC,BAL,33.0,28.0,1,4.5,52.0,0,outdoors,astroturf,16.0,16.0,1.0,1.0,34.0,34.0,18.0,18.0,1.0,16.0,,,27.5,27.5,1.0,1.0,41.0,41.0,13.5,13.5,1.0,27.5,,,0.4731068648266101,-0.0047045384744747
2019_03_OAK_MIN,2019,3,2019-09-22,Sunday,MIN,OAK,34.0,14.0,1,8.5,43.0,0,dome,sportturf,5.5,5.5,0.5,0.5,22.0,22.0,16.5,16.5,0.5,5.5,,,-5.0,-5.0,0.5,0.5,17.0,17.0,22.0,22.0,0.5,-5.0,,,0.4731068648266101,-0.0047045384744747
2019_03_NYJ_NE,2019,3,2019-09-22,Sunday,NE,NYJ,30.0,14.0,1,20.5,43.0,1,outdoors,grass,36.5,36.5,1.0,1.0,38.0,38.0,1.5,1.5,1.0,36.5,81.0,10.0,-10.5,-10.5,0.0,0.0,9.5,9.5,20.0,20.0,0.0,-10.5,81.0,10.0,0.4731068648266101,-0.0047045384744747
2019_03_DET_PHI,2019,3,2019-09-22,Sunday,PHI,DET,24.0,27.0,0,4.0,45.0,0,outdoors,grass,0.5,0.5,0.5,0.5,26.0,26.0,25.5,25.5,0.5,0.5,84.0,7.0,1.5,1.5,0.5,0.5,20.0,20.0,18.5,18.5,0.5,1.5,84.0,7.0,0.4731068648266101,-0.0047045384744747
2019_03_CAR_ARI,2019,3,2019-09-22,Sunday,ARI,CAR,20.0,38.0,0,2.5,46.0,0,closed,grass,-3.0,-3.0,0.0,0.0,22.0,22.0,25.0,25.0,0.0,-3.0,,,-4.5,-4.5,0.0,0.0,20.5,20.5,25.0,25.0,0.0,-4.5,,,0.4731068648266101,-0.0047045384744747
2019_03_NYG_TB,2019,3,2019-09-22,Sunday,TB,NYG,31.0,32.0,0,5.0,48.0,0,outdoors,grass,-4.0,-4.0,0.5,0.5,18.5,18.5,22.5,22.5,0.5,-4.0,88.0,11.0,-16.0,-16.0,0.0,0.0,15.5,15.5,31.5,31.5,0.0,-16.0,88.0,11.0,0.4731068648266101,-0.0047045384744747
2019_03_HOU_LAC,2019,3,2019-09-22,Sunday,LAC,HOU,20.0,27.0,0,3.0,49.0,0,outdoors,grass,1.5,1.5,0.5,0.5,20.0,20.0,18.5,18.5,0.5,1.5,87.0,4.0,-0.5,-0.5,0.5,0.5,20.5,20.5,21.0,21.0,0.5,-0.5,87.0,4.0,0.4731068648266101,-0.0047045384744747
2019_03_NO_SEA,2019,3,2019-09-22,Sunday,SEA,NO,27.0,33.0,0,5.0,44.0,0,outdoors,fieldturf,1.5,1.5,1.0,1.0,24.5,24.5,23.0,23.0,1.0,1.5,63.0,8.0,-8.0,-8.0,0.5,0.5,19.5,19.5,27.5,27.5,0.5,-8.0,63.0,8.0,0.4731068648266101,-0.0047045384744747
2019_03_PIT_SF,2019,3,2019-09-22,Sunday,SF,PIT,24.0,20.0,1,6.0,44.5,0,outdoors,grass,19.0,19.0,1.0,1.0,36.0,36.0,17.0,17.0,1.0,19.0,79.0,3.0,-16.0,-16.0,0.0,0.0,14.5,14.5,30.5,30.5,0.0,-16.0,79.0,3.0,0.4731068648266101,-0.0047045384744747
2019_03_LA_CLE,2019,3,2019-09-22,Sunday,CLE,LA,13.0,20.0,0,-4.0,48.0,0,outdoors,grass,-5.0,-5.0,0.5,0.5,18.0,18.0,23.0,23.0,0.5,-5.0,83.0,12.0,10.5,10.5,1.0,1.0,28.5,28.5,18.0,18.0,1.0,10.5,83.0,12.0,0.4731068648266101,-0.0047045384744747
2019_03_CHI_WAS,2019,3,2019-09-23,Monday,WAS,CHI,15.0,31.0,0,-5.0,41.0,0,outdoors,grass,-7.5,-7.5,0.0,0.0,24.0,24.0,31.5,31.5,0.0,-7.5,87.0,5.0,-2.5,-2.5,0.5,0.5,9.5,9.5,12.0,12.0,0.5,-2.5,87.0,5.0,0.4731068648266101,-0.0047045384744747
2019_04_PHI_GB,2019,4,2019-09-26,Thursday,GB,PHI,27.0,34.0,0,3.5,46.0,0,outdoors,grass,7.666666666666667,7.666666666666667,1.0,1.0,19.333333333333332,19.333333333333332,11.666666666666666,11.666666666666666,1.0,7.666666666666667,60.0,3.0,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.3333333333333333,25.333333333333332,25.333333333333332,26.0,26.0,0.3333333333333333,-0.6666666666666666,60.0,3.0,0.4806754221388368,-0.0323722382469986
2019_04_TEN_ATL,2019,4,2019-09-29,Sunday,ATL,TEN,10.0,24.0,0,3.5,46.0,0,closed,fieldturf,-5.0,-5.0,0.3333333333333333,0.3333333333333333,20.0,20.0,25.0,25.0,0.3333333333333333,-5.0,,,5.0,5.0,0.3333333333333333,0.3333333333333333,22.333333333333332,22.333333333333332,17.333333333333332,17.333333333333332,0.3333333333333333,5.0,,,0.4806754221388368,-0.0323722382469986
2019_04_CLE_BAL,2019,4,2019-09-29,Sunday,BAL,CLE,25.0,40.0,0,7.5,47.0,1,outdoors,grass,16.666666666666668,16.666666666666668,0.6666666666666666,0.6666666666666666,36.666666666666664,36.666666666666664,20.0,20.0,0.6666666666666666,16.666666666666668,83.0,8.0,-5.666666666666667,-5.666666666666667,0.3333333333333333,0.3333333333333333,16.333333333333332,16.333333333333332,22.0,22.0,0.3333333333333333,-5.666666666666667,83.0,8.0,0.4806754221388368,-0.0323722382469986
2019_04_NE_BUF,2019,4,2019-09-29,Sunday,BUF,NE,10.0,16.0,0,-7.0,41.5,1,outdoors,astroturf,6.333333333333333,6.333333333333333,1.0,1.0,22.0,22.0,15.666666666666666,15.666666666666666,1.0,6.333333333333333,58.0,10.0,29.666666666666668,29.666666666666668,1.0,1.0,35.333333333333336,35.333333333333336,5.666666666666667,5.666666666666667,1.0,29.666666666666668,58.0,10.0,0.4806754221388368,-0.0323722382469986
2019_04_KC_DET,2019,4,2019-09-29,Sunday,DET,KC,30.0,34.0,0,-7.5,54.5,0,dome,fieldturf,2.0,2.0,0.6666666666666666,0.6666666666666666,22.333333333333332,22.333333333333332,20.333333333333332,20.333333333333332,0.6666666666666666,2.0,,,12.333333333333334,12.333333333333334,1.0,1.0,33.666666666666664,33.666666666666664,21.333333333333332,21.333333333333332,1.0,12.333333333333334,,,0.4806754221388368,-0.0323722382469986
2019_04_CAR_HOU,2019,4,2019-09-29,Sunday,HOU,CAR,10.0,16.0,0,5.5,47.5,0,closed,grass,2.0,2.0,0.6666666666666666,0.6666666666666666,22.666666666666668,22.666666666666668,20.666666666666668,20.666666666666668,0.6666666666666666,2.0,,,3.0,3.0,0.3333333333333333,0.3333333333333333,26.333333333333332,26.333333333333332,23.333333333333332,23.333333333333332,0.3333333333333333,3.0,,,0.4806754221388368,-0.0323722382469986
2019_04_OAK_IND,2019,4,2019-09-29,Sunday,IND,OAK,24.0,31.0,0,5.5,46.0,0,closed,fieldturf,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,23.333333333333332,23.333333333333332,23.666666666666668,23.666666666666668,0.6666666666666666,-0.3333333333333333,,,-10.0,-10.0,0.3333333333333333,0.3333333333333333,16.0,16.0,26.0,26.0,0.3333333333333333,-10.0,,,0.4806754221388368,-0.0323722382469986
2019_04_LAC_MIA,2019,4,2019-09-29,Sunday,MIA,LAC,10.0,30.0,0,-15.0,43.5,0,outdoors,grass,-39.0,-39.0,0.0,0.0,5.333333333333333,5.333333333333333,44.333333333333336,44.333333333333336,0.0,-39.0,88.0,15.0,-1.3333333333333333,-1.3333333333333333,0.3333333333333333,0.3333333333333333,20.0,20.0,21.333333333333332,21.333333333333332,0.3333333333333333,-1.3333333333333333,88.0,15.0,0.4806754221388368,-0.0323722382469986
2019_04_WAS_NYG,2019,4,2019-09-29,Sunday,NYG,WAS,24.0,3.0,1,3.0,48.0,1,outdoors,fieldturf,-10.333333333333334,-10.333333333333334,0.3333333333333333,0.3333333333333333,21.0,21.0,31.333333333333332,31.333333333333332,0.3333333333333333,-10.333333333333334,77.0,11.0,-10.333333333333334,-10.333333333333334,0.0,0.0,21.0,21.0,31.333333333333332,31.333333333333332,0.0,-10.333333333333334,77.0,11.0,0.4806754221388368,-0.0323722382469986
2019_04_SEA_ARI,2019,4,2019-09-29,Sunday,ARI,SEA,10.0,27.0,0,-5.5,49.0,1,closed,grass,-8.0,-8.0,0.0,0.0,21.333333333333332,21.333333333333332,29.333333333333332,29.333333333333332,0.0,-8.0,,,-1.0,-1.0,0.6666666666666666,0.6666666666666666,25.333333333333332,25.333333333333332,26.333333333333332,26.333333333333332,0.6666666666666666,-1.0,,,0.4806754221388368,-0.0323722382469986
2019_04_TB_LA,2019,4,2019-09-29,Sunday,LA,TB,40.0,55.0,0,9.0,48.5,0,outdoors,grass,9.333333333333334,9.333333333333334,1.0,1.0,25.666666666666668,25.666666666666668,16.333333333333332,16.333333333333332,1.0,9.333333333333334,74.0,2.0,-3.0,-3.0,0.3333333333333333,0.3333333333333333,22.666666666666668,22.666666666666668,25.666666666666668,25.666666666666668,0.3333333333333333,-3.0,74.0,2.0,0.4806754221388368,-0.0323722382469986
2019_04_MIN_CHI,2019,4,2019-09-29,Sunday,CHI,MIN,16.0,6.0,1,-1.0,38.0,1,outdoors,grass,3.6666666666666665,3.6666666666666665,0.6666666666666666,0.6666666666666666,16.666666666666668,16.666666666666668,13.0,13.0,0.6666666666666666,3.6666666666666665,67.0,8.0,10.333333333333334,10.333333333333334,0.6666666666666666,0.6666666666666666,26.0,26.0,15.666666666666666,15.666666666666666,0.6666666666666666,10.333333333333334,67.0,8.0,0.4806754221388368,-0.0323722382469986
2019_04_JAX_DEN,2019,4,2019-09-29,Sunday,DEN,JAX,24.0,26.0,0,2.5,37.0,0,outdoors,grass,-7.0,-7.0,0.0,0.0,15.333333333333334,15.333333333333334,22.333333333333332,22.333333333333332,0.0,-7.0,87.0,14.0,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.3333333333333333,19.333333333333332,19.333333333333332,20.0,20.0,0.3333333333333333,-0.6666666666666666,87.0,14.0,0.4806754221388368,-0.0323722382469986
2019_04_DAL_NO,2019,4,2019-09-29,Sunday,NO,DAL,12.0,10.0,1,-2.5,47.0,0,dome,astroturf,-3.3333333333333335,-3.3333333333333335,0.6666666666666666,0.6666666666666666,24.0,24.0,27.333333333333332,27.333333333333332,0.6666666666666666,-3.3333333333333335,,,17.666666666666668,17.666666666666668,1.0,1.0,32.333333333333336,32.333333333333336,14.666666666666666,14.666666666666666,1.0,17.666666666666668,,,0.4806754221388368,-0.0323722382469986
2019_04_CIN_PIT,2019,4,2019-09-30,Monday,PIT,CIN,27.0,3.0,1,3.5,45.5,1,outdoors,grass,-12.0,-12.0,0.0,0.0,16.333333333333332,16.333333333333332,28.333333333333332,28.333333333333332,0.0,-12.0,76.0,1.0,-9.666666666666666,-9.666666666666666,0.0,0.0,18.0,18.0,27.666666666666668,27.666666666666668,0.0,-9.666666666666666,76.0,1.0,0.4806754221388368,-0.0323722382469986
2019_05_LA_SEA,2019,5,2019-10-03,Thursday,SEA,LA,30.0,29.0,1,1.5,49.0,1,outdoors,fieldturf,4.333333333333333,3.5,0.6666666666666666,0.75,27.333333333333332,25.75,23.0,22.25,0.75,3.5,57.0,7.0,3.3333333333333335,3.25,0.6666666666666666,0.75,29.0,29.25,25.666666666666668,26.0,0.75,3.25,57.0,7.0,0.4550205300485255,-0.0123973232507623
2019_05_JAX_CAR,2019,5,2019-10-06,Sunday,CAR,JAX,34.0,27.0,1,3.0,41.0,0,outdoors,grass,6.0,3.75,0.6666666666666666,0.5,22.666666666666668,23.75,16.666666666666668,20.0,0.5,3.75,72.0,4.0,4.666666666666667,0.0,0.6666666666666666,0.5,19.333333333333332,21.0,14.666666666666666,21.0,0.5,0.0,72.0,4.0,0.4550205300485255,-0.0123973232507623
2019_05_ARI_CIN,2019,5,2019-10-06,Sunday,CIN,ARI,23.0,26.0,0,3.0,45.0,0,outdoors,grass,-17.333333333333332,-13.25,0.0,0.0,12.333333333333334,14.25,29.666666666666668,27.5,0.0,-13.25,76.0,6.0,-13.666666666666666,-10.25,0.0,0.0,15.666666666666666,18.5,29.333333333333332,28.75,0.0,-10.25,76.0,6.0,0.4550205300485255,-0.0123973232507623
2019_05_ATL_HOU,2019,5,2019-10-06,Sunday,HOU,ATL,53.0,32.0,1,4.0,49.0,0,closed,grass,0.6666666666666666,0.0,0.6666666666666666,0.5,16.666666666666668,19.5,16.0,19.5,0.5,0.0,,,-4.333333333333333,-7.25,0.3333333333333333,0.25,19.333333333333332,17.5,23.666666666666668,24.75,0.25,-7.25,,,0.4550205300485255,-0.0123973232507623
2019_05_TB_NO,2019,5,2019-10-06,Sunday,NO,TB,31.0,24.0,1,3.0,46.0,1,dome,astroturf,-3.3333333333333335,-2.0,0.6666666666666666,0.75,18.0,21.0,21.333333333333332,23.0,0.75,-2.0,,,6.666666666666667,1.5,0.6666666666666666,0.5,35.333333333333336,30.75,28.666666666666668,29.25,0.5,1.5,,,0.4550205300485255,-0.0123973232507623
2019_05_MIN_NYG,2019,5,2019-10-06,Sunday,NYG,MIN,10.0,28.0,0,-5.5,44.0,0,outdoors,fieldturf,2.6666666666666665,-2.5,0.6666666666666666,0.5,23.333333333333332,21.75,20.666666666666668,24.25,0.5,-2.5,66.0,10.0,1.6666666666666667,5.25,0.3333333333333333,0.5,18.666666666666668,21.0,17.0,15.75,0.5,5.25,66.0,10.0,0.4550205300485255,-0.0123973232507623
2019_05_CHI_OAK,2019,5,2019-10-06,Sunday,OAK,CHI,24.0,21.0,1,-6.5,39.5,0,outdoors,grass,-10.333333333333334,-5.75,0.3333333333333333,0.5,18.333333333333332,19.75,28.666666666666668,25.5,0.5,-5.75,59.0,15.0,9.333333333333334,5.25,1.0,0.75,21.0,16.5,11.666666666666666,11.25,0.75,5.25,59.0,15.0,0.4550205300485255,-0.0123973232507623
2019_05_NYJ_PHI,2019,5,2019-10-06,Sunday,PHI,NYJ,31.0,6.0,1,14.0,43.0,0,outdoors,grass,0.0,1.25,0.3333333333333333,0.5,26.0,27.5,26.0,26.25,0.5,1.25,68.0,10.0,-12.333333333333334,-12.333333333333334,0.0,0.0,11.0,11.0,23.333333333333332,23.333333333333332,0.0,-12.333333333333334,68.0,10.0,0.4550205300485255,-0.0123973232507623
2019_05_BAL_PIT,2019,5,2019-10-06,Sunday,PIT,BAL,23.0,26.0,0,-3.5,44.0,1,outdoors,grass,6.0,-3.0,0.3333333333333333,0.25,24.333333333333332,19.0,18.333333333333332,22.0,0.25,-3.0,70.0,7.0,-4.666666666666667,8.75,0.3333333333333333,0.5,25.333333333333332,33.75,30.0,25.0,0.5,8.75,70.0,7.0,0.4550205300485255,-0.0123973232507623
2019_05_BUF_TEN,2019,5,2019-10-06,Sunday,TEN,BUF,7.0,14.0,0,3.5,39.5,0,outdoors,grass,-0.3333333333333333,7.25,0.3333333333333333,0.5,16.0,22.75,16.333333333333332,15.5,0.5,7.25,77.0,13.0,4.0,3.25,0.6666666666666666,0.75,19.666666666666668,19.0,15.666666666666666,15.75,0.75,3.25,77.0,13.0,0.4550205300485255,-0.0123973232507623
2019_05_NE_WAS,2019,5,2019-10-06,Sunday,WAS,NE,7.0,33.0,0,-15.5,42.0,0,outdoors,grass,-15.666666666666666,-13.0,0.0,0.0,13.0,16.5,28.666666666666668,29.5,0.0,-13.0,70.0,8.0,21.666666666666668,23.75,1.0,1.0,29.666666666666668,30.5,8.0,6.75,1.0,23.75,70.0,8.0,0.4550205300485255,-0.0123973232507623
